InputTextID,MeanDist,Hamming,Score
fsa1,0.17801693081855774,0.25,0.42801693081855774
fsa1,0.1517169177532196,0.0,0.1517169177532196
fsa1,0.17404893040657043,0.0,0.17404893040657043
fsa1,2.9802322387695312e-08,0.0,2.9802322387695312e-08
fsa1,0.18130271136760712,0.0,0.18130271136760712
fsa1,0.17801693081855774,0.25,0.42801693081855774
fsa1,0.17801693081855774,0.25,0.42801693081855774
fsa1,0.1517169177532196,0.0,0.1517169177532196
fsa1,0.17801693081855774,0.25,0.42801693081855774
fsa1,2.9802322387695312e-08,0.0,2.9802322387695312e-08
fsa1,0.18130271136760712,0.0,0.18130271136760712
fsa1,0.1517169177532196,0.0,0.1517169177532196
fsa1,0.1517169177532196,0.0,0.1517169177532196
fsa1,2.9802322387695312e-08,0.0,2.9802322387695312e-08
fsa1,0.17801693081855774,0.25,0.42801693081855774
fsa1,0.17801693081855774,0.25,0.42801693081855774
fsa1,0.17801693081855774,0.25,0.42801693081855774
fsa1,0.18130271136760712,0.0,0.18130271136760712
fsa1,0.17801693081855774,0.25,0.42801693081855774
fsa1,0.18130271136760712,0.0,0.18130271136760712
fsa1,0.17801693081855774,0.25,0.42801693081855774
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa2,0.1776019185781479,0.0,0.1776019185781479
fsa2,0.40745341777801514,0.0,0.40745341777801514
fsa2,0.1776019185781479,0.0,0.1776019185781479
fsa2,0.21571479737758636,0.0,0.21571479737758636
fsa2,0.21519747376441956,0.0,0.21519747376441956
fsa2,0.21571479737758636,0.0,0.21571479737758636
fsa2,0.21571479737758636,0.0,0.21571479737758636
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa2,0.21470114588737488,0.0,0.21470114588737488
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa2,0.21571479737758636,0.0,0.21571479737758636
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa2,0.4008934497833252,0.0,0.4008934497833252
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa2,0.20604269206523895,0.0,0.20604269206523895
fsa2,0.18004120886325836,0.0,0.18004120886325836
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.4804617166519165,0.0,0.4804617166519165
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.41390228271484375,0.0,0.41390228271484375
fsa3,0.41390228271484375,0.0,0.41390228271484375
fsa3,0.4540092945098877,0.0,0.4540092945098877
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa3,0.4540092945098877,0.0,0.4540092945098877
fsa3,0.42600545287132263,0.0,0.42600545287132263
fsa4,0.4906706213951111,0.0,0.4906706213951111
fsa4,0.6912044882774353,0.0,0.6912044882774353
fsa4,0.4906706213951111,0.0,0.4906706213951111
fsa4,0.5161759257316589,0.0,0.5161759257316589
fsa4,0.4906706213951111,0.0,0.4906706213951111
fsa4,0.4906706213951111,0.0,0.4906706213951111
fsa4,0.5249897241592407,0.0,0.5249897241592407
fsa4,0.5336211919784546,0.0,0.5336211919784546
fsa4,0.5336211919784546,0.0,0.5336211919784546
fsa4,0.4906706213951111,0.0,0.4906706213951111
fsa4,0.39965248107910156,0.0,0.39965248107910156
fsa4,0.39965248107910156,0.0,0.39965248107910156
fsa4,0.39965248107910156,0.0,0.39965248107910156
fsa4,0.5161759257316589,0.0,0.5161759257316589
fsa4,0.4972518980503082,0.0,0.4972518980503082
fsa4,0.4906706213951111,0.0,0.4906706213951111
fsa4,0.6795858144760132,0.0,0.6795858144760132
fsa4,0.4906706213951111,0.0,0.4906706213951111
fsa4,0.4906706213951111,0.0,0.4906706213951111
fsa4,0.4906706213951111,0.0,0.4906706213951111
fsa4,0.5410142540931702,0.0,0.5410142540931702
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4343242645263672,0.0,0.4343242645263672
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.41742634773254395,0.0,0.41742634773254395
fsa5,0.41742634773254395,0.0,0.41742634773254395
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.41742634773254395,0.0,0.41742634773254395
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4239501953125,0.0,0.4239501953125
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.4136825203895569,0.25,0.6636825203895569
fsa5,0.2227969616651535,0.0,0.2227969616651535
fsa6,0.2291923314332962,0.0,0.2291923314332962
fsa6,0.2291923314332962,0.0,0.2291923314332962
fsa6,0.2291923314332962,0.0,0.2291923314332962
fsa6,0.2291923314332962,0.0,0.2291923314332962
fsa6,0.2291923314332962,0.0,0.2291923314332962
fsa6,0.17183789610862732,0.0,0.17183789610862732
fsa6,0.17183789610862732,0.0,0.17183789610862732
fsa6,0.2291923314332962,0.0,0.2291923314332962
fsa6,0.17183789610862732,0.0,0.17183789610862732
fsa6,0.2291923314332962,0.0,0.2291923314332962
